Date Time, Memory Used (GB)
2024-05-10 12:01:43, 501.60
2024-05-10 12:01:47, 446.70
2024-05-10 12:01:50, 479.77
2024-05-10 12:01:53, 485.47
2024-05-10 12:01:56, 507.39
2024-05-10 12:01:59, 495.79
2024-05-10 12:02:03, 491.23
2024-05-10 12:02:06, 524.20
2024-05-10 12:02:09, 475.29
2024-05-10 12:02:12, 491.28
2024-05-10 12:02:16, 505.09
2024-05-10 12:02:19, 517.61
2024-05-10 12:02:22, 509.93
2024-05-10 12:02:25, 507.45
2024-05-10 12:02:29, 532.49
2024-05-10 12:02:32, 519.88
2024-05-10 12:02:35, 491.80
2024-05-10 12:02:38, 530.45
2024-05-10 12:02:41, 540.17
2024-05-10 12:02:45, 520.02
2024-05-10 12:02:48, 507.11
2024-05-10 12:02:51, 534.23
2024-05-10 12:02:54, 549.55
2024-05-10 12:02:58, 522.46
2024-05-10 12:03:01, 542.97
2024-05-10 12:03:04, 532.91
2024-05-10 12:03:07, 535.21
2024-05-10 12:03:11, 545.21
2024-05-10 12:03:14, 538.78
2024-05-10 12:03:17, 545.11
2024-05-10 12:03:20, 566.49
2024-05-10 12:03:24, 543.42
2024-05-10 12:03:27, 564.74
2024-05-10 12:03:30, 553.71
2024-05-10 12:03:33, 544.97
2024-05-10 12:03:36, 550.70
2024-05-10 12:03:40, 566.33
2024-05-10 12:03:43, 553.83
2024-05-10 12:03:46, 592.79
2024-05-10 12:03:49, 568.83
2024-05-10 12:03:53, 574.97
2024-05-10 12:03:56, 565.17
2024-05-10 12:03:59, 561.87
2024-05-10 12:04:02, 566.48
2024-05-10 12:04:06, 579.08
2024-05-10 12:04:09, 561.29
2024-05-10 12:04:12, 615.65
2024-05-10 12:04:15, 590.45
2024-05-10 12:04:18, 586.63
2024-05-10 12:04:22, 586.15
2024-05-10 12:04:25, 576.13
2024-05-10 12:04:28, 587.29
2024-05-10 12:04:31, 576.11
2024-05-10 12:04:35, 587.39
2024-05-10 12:04:38, 615.45
2024-05-10 12:04:41, 612.91
2024-05-10 12:04:44, 613.91
2024-05-10 12:04:48, 616.96
2024-05-10 12:04:51, 583.25
2024-05-10 12:04:54, 604.22
2024-05-10 12:04:57, 584.85
2024-05-10 12:05:01, 616.44
2024-05-10 12:05:04, 603.93
2024-05-10 12:05:07, 646.57
2024-05-10 12:05:10, 632.25
2024-05-10 12:05:13, 608.39
2024-05-10 12:05:17, 618.82
2024-05-10 12:05:20, 615.34
2024-05-10 12:05:23, 616.56
2024-05-10 12:05:26, 606.56
2024-05-10 12:05:30, 636.14
2024-05-10 12:05:33, 633.90
2024-05-10 12:05:36, 651.12
2024-05-10 12:05:39, 654.86
2024-05-10 12:05:43, 622.39
2024-05-10 12:05:46, 629.75
2024-05-10 12:05:49, 631.86
2024-05-10 12:05:52, 631.55
2024-05-10 12:05:56, 628.43
2024-05-10 12:05:59, 650.79
2024-05-10 12:06:02, 656.56
2024-05-10 12:06:05, 674.47
2024-05-10 12:06:08, 670.30
2024-05-10 12:06:12, 639.69
2024-05-10 12:06:15, 648.17
2024-05-10 12:06:18, 648.80
2024-05-10 12:06:21, 641.66
2024-05-10 12:06:25, 644.63
2024-05-10 12:06:28, 657.85
2024-05-10 12:06:31, 676.72
2024-05-10 12:06:34, 691.70
2024-05-10 12:06:38, 693.90
2024-05-10 12:06:41, 659.48
2024-05-10 12:06:44, 670.54
2024-05-10 12:06:47, 655.19
2024-05-10 12:06:50, 655.37
2024-05-10 12:06:54, 662.26
2024-05-10 12:06:57, 668.08
2024-05-10 12:07:00, 693.19
2024-05-10 12:07:03, 694.10
2024-05-10 12:07:07, 710.46
2024-05-10 12:07:10, 688.66
2024-05-10 12:07:13, 682.14
2024-05-10 12:07:16, 666.50
2024-05-10 12:07:20, 684.75
2024-05-10 12:07:23, 660.55
2024-05-10 12:07:26, 690.46
2024-05-10 12:07:29, 686.44
2024-05-10 12:07:32, 720.76
2024-05-10 12:07:36, 714.67
2024-05-10 12:07:39, 716.34
2024-05-10 12:07:42, 703.51
2024-05-10 12:07:45, 693.84
2024-05-10 12:07:49, 690.28
2024-05-10 12:07:52, 688.73
2024-05-10 12:07:55, 684.59
2024-05-10 12:07:58, 709.81
2024-05-10 12:08:02, 703.02
2024-05-10 12:08:05, 743.70
2024-05-10 12:08:08, 730.38
2024-05-10 12:08:11, 725.32
2024-05-10 12:08:15, 727.17
2024-05-10 12:08:18, 707.32
2024-05-10 12:08:21, 703.25
2024-05-10 12:08:24, 704.68
2024-05-10 12:08:27, 702.70
2024-05-10 12:08:31, 726.85
2024-05-10 12:08:34, 719.39
2024-05-10 12:08:37, 755.12
2024-05-10 12:08:40, 740.12
2024-05-10 12:08:44, 739.82
2024-05-10 12:08:47, 745.04
2024-05-10 12:08:50, 725.90
2024-05-10 12:08:53, 722.77
2024-05-10 12:08:57, 732.69
2024-05-10 12:09:00, 710.48
2024-05-10 12:09:03, 748.49
2024-05-10 12:09:06, 722.45
2024-05-10 12:09:09, 774.77
2024-05-10 12:09:13, 743.22
2024-05-10 12:09:16, 765.74
2024-05-10 12:09:19, 742.06
2024-05-10 12:09:22, 756.85
2024-05-10 12:09:26, 742.21
2024-05-10 12:09:29, 748.00
2024-05-10 12:09:32, 731.18
2024-05-10 12:09:35, 762.44
2024-05-10 12:09:39, 745.33
2024-05-10 12:09:42, 772.83
2024-05-10 12:09:45, 769.07
2024-05-10 12:09:48, 782.92
2024-05-10 12:09:52, 767.44
2024-05-10 12:09:55, 789.39
2024-05-10 12:09:58, 756.64
2024-05-10 12:10:01, 765.22
2024-05-10 12:10:04, 762.83
2024-05-10 12:10:08, 747.58
2024-05-10 12:10:11, 786.88
2024-05-10 12:10:14, 753.86
2024-05-10 12:10:17, 809.54
2024-05-10 12:10:21, 777.70
2024-05-10 12:10:24, 803.04
2024-05-10 12:10:27, 781.64
2024-05-10 12:10:30, 797.58
2024-05-10 12:10:34, 762.34
2024-05-10 12:10:37, 781.23
2024-05-10 12:10:40, 781.72
2024-05-10 12:10:43, 772.10
2024-05-10 12:10:46, 801.01
2024-05-10 12:10:50, 776.85
2024-05-10 12:10:53, 825.15
2024-05-10 12:10:56, 791.49
2024-05-10 12:10:59, 819.42
2024-05-10 12:11:03, 802.68
2024-05-10 12:11:06, 812.41
2024-05-10 12:11:09, 779.90
2024-05-10 12:11:12, 803.20
2024-05-10 12:11:16, 788.02
2024-05-10 12:11:19, 794.69
2024-05-10 12:11:22, 815.95
2024-05-10 12:11:25, 791.63
2024-05-10 12:11:29, 839.61
2024-05-10 12:11:32, 816.73
2024-05-10 12:11:35, 827.82
2024-05-10 12:11:38, 817.40
2024-05-10 12:11:41, 821.26
2024-05-10 12:11:45, 798.18
2024-05-10 12:11:48, 820.32
2024-05-10 12:11:51, 793.82
2024-05-10 12:11:54, 809.80
2024-05-10 12:11:58, 827.61
2024-05-10 12:12:01, 819.59
2024-05-10 12:12:04, 831.17
2024-05-10 12:12:07, 846.14
2024-05-10 12:12:11, 830.50
2024-05-10 12:12:14, 846.42
2024-05-10 12:12:17, 842.70
2024-05-10 12:12:20, 826.20
2024-05-10 12:12:24, 821.19
2024-05-10 12:12:27, 830.07
2024-05-10 12:12:30, 811.98
2024-05-10 12:12:33, 836.74
2024-05-10 12:12:36, 851.65
2024-05-10 12:12:40, 833.60
2024-05-10 12:12:43, 873.56
2024-05-10 12:12:46, 841.33
2024-05-10 12:12:49, 853.55
2024-05-10 12:12:53, 855.36
2024-05-10 12:12:56, 851.28
2024-05-10 12:12:59, 834.15
2024-05-10 12:13:02, 851.78
2024-05-10 12:13:06, 841.79
2024-05-10 12:13:09, 845.57
2024-05-10 12:13:12, 862.55
2024-05-10 12:13:15, 867.23
2024-05-10 12:13:18, 853.88
2024-05-10 12:13:22, 882.94
2024-05-10 12:13:25, 851.57
2024-05-10 12:13:28, 872.11
2024-05-10 12:13:31, 870.26
2024-05-10 12:13:35, 857.52
2024-05-10 12:13:38, 851.00
2024-05-10 12:13:41, 877.03
2024-05-10 12:13:44, 853.89
2024-05-10 12:13:48, 866.21
2024-05-10 12:13:51, 880.16
2024-05-10 12:13:54, 882.24
2024-05-10 12:13:57, 867.50
2024-05-10 12:14:01, 900.32
2024-05-10 12:14:04, 868.77
2024-05-10 12:14:07, 886.73
2024-05-10 12:14:10, 890.42
2024-05-10 12:14:13, 876.70
2024-05-10 12:14:17, 873.69
2024-05-10 12:14:20, 888.59
2024-05-10 12:14:23, 882.55
2024-05-10 12:14:26, 867.45
2024-05-10 12:14:30, 894.65
2024-05-10 12:14:33, 892.05
2024-05-10 12:14:37, 879.96
2024-05-10 12:14:41, 915.89
2024-05-10 12:14:44, 884.95
2024-05-10 12:14:48, 904.68
2024-05-10 12:14:51, 906.42
2024-05-10 12:14:54, 880.16
2024-05-10 12:14:57, 898.71
2024-05-10 12:15:00, 911.06
2024-05-10 12:15:04, 898.03
2024-05-10 12:15:07, 893.62
2024-05-10 12:15:10, 914.46
2024-05-10 12:15:13, 900.44
2024-05-10 12:15:17, 895.48
2024-05-10 12:15:20, 929.79
2024-05-10 12:15:23, 921.51
2024-05-10 12:15:26, 913.61
2024-05-10 12:15:30, 927.25
2024-05-10 12:15:33, 916.53
2024-05-10 12:15:36, 891.99
2024-05-10 12:15:39, 925.29
2024-05-10 12:15:43, 912.59
2024-05-10 12:15:46, 908.02
2024-05-10 12:15:49, 922.90
2024-05-10 12:15:52, 922.42
2024-05-10 12:15:55, 911.99
2024-05-10 12:15:59, 920.94
2024-05-10 12:16:02, 960.36
2024-05-10 12:16:05, 933.30
2024-05-10 12:16:08, 925.66
2024-05-10 12:16:12, 939.38
2024-05-10 12:16:15, 930.26
2024-05-10 12:16:18, 907.66
2024-05-10 12:16:21, 950.59
2024-05-10 12:16:25, 926.44
2024-05-10 12:16:28, 927.85
2024-05-10 12:16:31, 943.95
2024-05-10 12:16:34, 929.55
2024-05-10 12:16:38, 920.75
2024-05-10 12:16:41, 943.96
2024-05-10 12:16:44, 974.19
2024-05-10 12:16:47, 940.43
2024-05-10 12:16:51, 937.87
2024-05-10 12:16:54, 950.11
2024-05-10 12:16:57, 957.85
2024-05-10 12:17:00, 926.46
2024-05-10 12:17:03, 971.48
2024-05-10 12:17:07, 950.09
2024-05-10 12:17:10, 947.53
2024-05-10 12:17:13, 959.58
2024-05-10 12:17:16, 952.95
2024-05-10 12:17:20, 919.80
2024-05-10 12:17:23, 958.97
2024-05-10 12:17:26, 973.94
2024-05-10 12:17:30, 
2024-05-10 12:17:33, 
2024-05-10 12:17:36, 951.49
2024-05-10 12:17:40, 956.30
2024-05-10 12:17:43, 970.56
2024-05-10 12:17:46, 
2024-05-10 12:17:49, 964.95
2024-05-10 12:17:53, 898.30
2024-05-10 12:17:56, 902.15
2024-05-10 12:17:59, 861.53
2024-05-10 12:18:02, 816.67
2024-05-10 12:18:05, 755.23
2024-05-10 12:18:09, 687.47
2024-05-10 12:18:12, 652.24
2024-05-10 12:18:15, 578.48
2024-05-10 12:18:18, 524.45
2024-05-10 12:18:22, 448.57
2024-05-10 12:18:25, 413.58
2024-05-10 12:18:28, 395.87
2024-05-10 12:18:31, 356.83
2024-05-10 12:18:35, 296.45
2024-05-10 12:18:38, 232.18
2024-05-10 12:18:41, 170.59
2024-05-10 12:18:44, 118.52
2024-05-10 12:18:47, 86.98
2024-05-10 12:18:51, 73.10
2024-05-10 12:18:54, 77.26
2024-05-10 12:18:57, 75.80
2024-05-10 12:19:00, 90.43
2024-05-10 12:19:04, 88.04
2024-05-10 12:19:07, 95.28
2024-05-10 12:19:10, 119.85
2024-05-10 12:19:13, 102.61
2024-05-10 12:19:17, 107.22
2024-05-10 12:19:20, 129.61
2024-05-10 12:19:23, 106.39
2024-05-10 12:19:26, 134.73
2024-05-10 12:19:30, 153.03
2024-05-10 12:19:33, 127.92
2024-05-10 12:19:36, 147.14
2024-05-10 12:19:39, 158.38
2024-05-10 12:19:42, 151.76
2024-05-10 12:19:46, 155.79
2024-05-10 12:19:49, 178.05
2024-05-10 12:19:52, 167.07
2024-05-10 12:19:55, 169.34
2024-05-10 12:19:59, 174.62
2024-05-10 12:20:02, 196.48
2024-05-10 12:20:05, 186.05
2024-05-10 12:20:08, 169.41
2024-05-10 12:20:12, 222.41
2024-05-10 12:20:15, 222.24
2024-05-10 12:20:18, 216.42
2024-05-10 12:20:21, 200.08
2024-05-10 12:20:24, 234.88
2024-05-10 12:20:28, 219.56
2024-05-10 12:20:31, 223.54
2024-05-10 12:20:34, 225.00
2024-05-10 12:20:37, 245.67
2024-05-10 12:20:41, 240.54
2024-05-10 12:20:44, 238.60
2024-05-10 12:20:47, 240.46
2024-05-10 12:20:50, 261.93
2024-05-10 12:20:54, 254.89
2024-05-10 12:20:57, 258.82
2024-05-10 12:21:00, 272.77
2024-05-10 12:21:03, 269.05
2024-05-10 12:21:06, 263.46
2024-05-10 12:21:10, 274.45
2024-05-10 12:21:13, 279.59
2024-05-10 12:21:16, 274.69
2024-05-10 12:21:19, 273.93
2024-05-10 12:21:23, 273.44
2024-05-10 12:21:26, 295.17
2024-05-10 12:21:29, 298.85
2024-05-10 12:21:32, 297.59
2024-05-10 12:21:36, 294.59
2024-05-10 12:21:39, 306.46
2024-05-10 12:21:42, 319.88
2024-05-10 12:21:45, 304.36
2024-05-10 12:21:49, 292.87
2024-05-10 12:21:52, 307.03
2024-05-10 12:21:55, 330.03
2024-05-10 12:21:58, 335.46
2024-05-10 12:22:01, 321.56
2024-05-10 12:22:05, 310.54
2024-05-10 12:22:08, 314.90
2024-05-10 12:22:11, 350.36
2024-05-10 12:22:14, 348.81
2024-05-10 12:22:18, 346.68
2024-05-10 12:22:21, 341.77
2024-05-10 12:22:24, 329.14
2024-05-10 12:22:27, 370.30
2024-05-10 12:22:31, 370.08
2024-05-10 12:22:34, 377.70
2024-05-10 12:22:37, 360.65
2024-05-10 12:22:40, 354.07
2024-05-10 12:22:43, 353.72
2024-05-10 12:22:47, 378.97
2024-05-10 12:22:50, 384.62
2024-05-10 12:22:53, 387.96
2024-05-10 12:22:56, 379.14
2024-05-10 12:23:00, 364.12
2024-05-10 12:23:03, 392.47
2024-05-10 12:23:06, 378.18
2024-05-10 12:23:09, 405.99
2024-05-10 12:23:13, 393.96
2024-05-10 12:23:16, 392.29
2024-05-10 12:23:19, 375.19
2024-05-10 12:23:22, 416.85
2024-05-10 12:23:26, 384.53
2024-05-10 12:23:29, 427.13
2024-05-10 12:23:32, 411.34
2024-05-10 12:23:35, 405.12
2024-05-10 12:23:38, 398.41
2024-05-10 12:23:42, 431.09
2024-05-10 12:23:45, 408.97
2024-05-10 12:23:48, 445.42
2024-05-10 12:23:51, 426.82
2024-05-10 12:23:55, 413.09
2024-05-10 12:23:58, 431.24
2024-05-10 12:24:01, 430.99
2024-05-10 12:24:04, 430.85
2024-05-10 12:24:08, 456.06
2024-05-10 12:24:11, 438.39
2024-05-10 12:24:14, 448.54
2024-05-10 12:24:17, 436.07
2024-05-10 12:24:20, 431.39
2024-05-10 12:24:24, 458.43
2024-05-10 12:24:27, 456.04
2024-05-10 12:24:30, 485.71
2024-05-10 12:24:33, 457.73
2024-05-10 12:24:37, 447.60
2024-05-10 12:24:40, 461.24
2024-05-10 12:24:43, 458.68
2024-05-10 12:24:46, 464.35
2024-05-10 12:24:50, 480.20
2024-05-10 12:24:53, 481.92
2024-05-10 12:24:56, 490.97
2024-05-10 12:24:59, 452.94
2024-05-10 12:25:03, 474.90
2024-05-10 12:25:06, 477.11
2024-05-10 12:25:09, 485.59
2024-05-10 12:25:12, 499.30
2024-05-10 12:25:15, 498.01
2024-05-10 12:25:19, 506.13
2024-05-10 12:25:22, 471.37
2024-05-10 12:25:25, 489.86
2024-05-10 12:25:28, 497.69
2024-05-10 12:25:32, 503.71
2024-05-10 12:25:35, 518.35
2024-05-10 12:25:38, 524.35
2024-05-10 12:25:41, 510.90
2024-05-10 12:25:45, 492.09
2024-05-10 12:25:48, 501.49
2024-05-10 12:25:51, 525.47
2024-05-10 12:25:54, 519.72
2024-05-10 12:25:57, 528.67
2024-05-10 12:26:01, 551.14
2024-05-10 12:26:04, 505.18
2024-05-10 12:26:07, 518.66
2024-05-10 12:26:10, 527.87
2024-05-10 12:26:14, 522.23
2024-05-10 12:26:17, 527.74
2024-05-10 12:26:20, 542.75
2024-05-10 12:26:23, 556.20
2024-05-10 12:26:27, 546.46
2024-05-10 12:26:30, 536.78
2024-05-10 12:26:33, 519.56
2024-05-10 12:26:36, 548.64
2024-05-10 12:26:40, 547.73
2024-05-10 12:26:43, 561.14
2024-05-10 12:26:46, 563.55
2024-05-10 12:26:49, 568.79
2024-05-10 12:26:52, 552.22
2024-05-10 12:26:56, 545.56
2024-05-10 12:26:59, 542.93
2024-05-10 12:27:02, 568.48
2024-05-10 12:27:05, 560.44
2024-05-10 12:27:09, 586.74
2024-05-10 12:27:12, 580.83
2024-05-10 12:27:15, 572.76
2024-05-10 12:27:18, 571.31
2024-05-10 12:27:22, 557.33
2024-05-10 12:27:25, 561.07
2024-05-10 12:27:28, 598.15
2024-05-10 12:27:31, 572.77
2024-05-10 12:27:34, 606.58
2024-05-10 12:27:38, 590.64
2024-05-10 12:27:41, 578.05
2024-05-10 12:27:44, 594.27
2024-05-10 12:27:47, 566.32
2024-05-10 12:27:51, 579.24
2024-05-10 12:27:54, 620.56
2024-05-10 12:27:57, 598.95
2024-05-10 12:28:00, 606.47
2024-05-10 12:28:04, 605.98
2024-05-10 12:28:07, 604.37
2024-05-10 12:28:10, 605.72
2024-05-10 12:28:13, 601.06
2024-05-10 12:28:17, 586.37
2024-05-10 12:28:20, 605.05
2024-05-10 12:28:23, 647.63
2024-05-10 12:28:26, 601.66
2024-05-10 12:28:29, 631.13
2024-05-10 12:28:33, 617.02
2024-05-10 12:28:36, 601.13
2024-05-10 12:28:39, 632.32
2024-05-10 12:28:42, 605.54
2024-05-10 12:28:46, 616.10
2024-05-10 12:28:49, 636.25
2024-05-10 12:28:52, 653.98
2024-05-10 12:28:55, 628.39
2024-05-10 12:28:59, 637.07
2024-05-10 12:29:02, 635.24
2024-05-10 12:29:05, 626.23
2024-05-10 12:29:08, 650.03
2024-05-10 12:29:11, 614.74
2024-05-10 12:29:15, 639.43
2024-05-10 12:29:18, 656.18
2024-05-10 12:29:21, 659.64
2024-05-10 12:29:24, 649.02
2024-05-10 12:29:28, 655.73
2024-05-10 12:29:31, 647.57
2024-05-10 12:29:34, 646.60
2024-05-10 12:29:37, 668.67
2024-05-10 12:29:41, 639.46
2024-05-10 12:29:44, 647.67
2024-05-10 12:29:47, 666.26
2024-05-10 12:29:50, 673.42
2024-05-10 12:29:53, 664.08
2024-05-10 12:29:57, 680.90
2024-05-10 12:30:00, 665.76
2024-05-10 12:30:03, 666.79
2024-05-10 12:30:06, 675.33
2024-05-10 12:30:10, 666.49
2024-05-10 12:30:13, 657.99
2024-05-10 12:30:16, 680.16
2024-05-10 12:30:19, 691.94
2024-05-10 12:30:23, 675.93
2024-05-10 12:30:26, 691.71
2024-05-10 12:30:29, 689.47
2024-05-10 12:30:32, 679.35
2024-05-10 12:30:36, 685.66
2024-05-10 12:30:39, 692.30
2024-05-10 12:30:42, 676.07
2024-05-10 12:30:45, 686.44
2024-05-10 12:30:48, 699.71
2024-05-10 12:30:52, 692.23
2024-05-10 12:30:55, 710.22
2024-05-10 12:30:58, 706.20
2024-05-10 12:31:01, 710.12
2024-05-10 12:31:05, 693.36
2024-05-10 12:31:08, 709.76
2024-05-10 12:31:11, 693.80
2024-05-10 12:31:14, 701.32
2024-05-10 12:31:18, 704.08
2024-05-10 12:31:21, 721.69
2024-05-10 12:31:24, 699.71
2024-05-10 12:31:27, 735.49
2024-05-10 12:31:30, 719.24
2024-05-10 12:31:34, 727.53
2024-05-10 12:31:37, 704.66
2024-05-10 12:31:40, 728.68
2024-05-10 12:31:43, 707.53
2024-05-10 12:31:47, 721.88
2024-05-10 12:31:50, 723.33
2024-05-10 12:31:53, 735.71
2024-05-10 12:31:56, 716.51
2024-05-10 12:32:00, 752.42
2024-05-10 12:32:03, 733.09
2024-05-10 12:32:06, 747.83
2024-05-10 12:32:09, 711.51
2024-05-10 12:32:13, 746.04
2024-05-10 12:32:16, 728.67
2024-05-10 12:32:19, 724.28
2024-05-10 12:32:22, 750.69
2024-05-10 12:32:25, 745.30
2024-05-10 12:32:29, 739.18
2024-05-10 12:32:32, 747.84
2024-05-10 12:32:35, 753.77
2024-05-10 12:32:38, 760.02
2024-05-10 12:32:42, 743.69
2024-05-10 12:32:45, 762.08
2024-05-10 12:32:48, 745.83
2024-05-10 12:32:51, 739.25
2024-05-10 12:32:55, 766.78
2024-05-10 12:32:58, 753.10
2024-05-10 12:33:01, 763.12
2024-05-10 12:33:04, 748.15
2024-05-10 12:33:08, 791.26
2024-05-10 12:33:11, 760.19
2024-05-10 12:33:14, 779.98
2024-05-10 12:33:17, 754.14
2024-05-10 12:33:20, 776.27
2024-05-10 12:33:24, 757.59
2024-05-10 12:33:27, 761.36
2024-05-10 12:33:30, 791.64
2024-05-10 12:33:33, 774.07
2024-05-10 12:33:37, 776.72
2024-05-10 12:33:40, 767.80
2024-05-10 12:33:43, 800.14
2024-05-10 12:33:46, 781.68
2024-05-10 12:33:50, 786.47
2024-05-10 12:33:53, 771.78
2024-05-10 12:33:56, 789.13
2024-05-10 12:33:59, 775.47
2024-05-10 12:34:02, 786.96
2024-05-10 12:34:06, 805.43
2024-05-10 12:34:09, 788.23
2024-05-10 12:34:12, 793.19
2024-05-10 12:34:15, 785.90
2024-05-10 12:34:19, 810.86
2024-05-10 12:34:22, 797.15
2024-05-10 12:34:25, 809.36
2024-05-10 12:34:28, 790.45
2024-05-10 12:34:32, 809.92
2024-05-10 12:34:35, 785.05
2024-05-10 12:34:38, 810.26
2024-05-10 12:34:41, 824.20
2024-05-10 12:34:45, 799.75
2024-05-10 12:34:48, 807.98
2024-05-10 12:34:51, 794.67
2024-05-10 12:34:54, 825.06
2024-05-10 12:34:57, 813.37
2024-05-10 12:35:01, 831.95
2024-05-10 12:35:04, 806.49
2024-05-10 12:35:07, 833.14
2024-05-10 12:35:10, 799.10
2024-05-10 12:35:14, 825.11
2024-05-10 12:35:17, 842.59
2024-05-10 12:35:20, 818.62
2024-05-10 12:35:23, 826.33
2024-05-10 12:35:27, 800.99
2024-05-10 12:35:30, 833.48
2024-05-10 12:35:33, 836.73
2024-05-10 12:35:36, 845.79
2024-05-10 12:35:39, 837.89
2024-05-10 12:35:43, 834.83
2024-05-10 12:35:46, 834.60
2024-05-10 12:35:49, 828.77
2024-05-10 12:35:52, 846.17
2024-05-10 12:35:56, 844.52
2024-05-10 12:35:59, 821.97
2024-05-10 12:36:02, 839.60
2024-05-10 12:36:05, 829.05
2024-05-10 12:36:09, 857.00
2024-05-10 12:36:12, 849.71
2024-05-10 12:36:15, 862.40
2024-05-10 12:36:18, 852.35
2024-05-10 12:36:22, 860.71
2024-05-10 12:36:25, 846.36
2024-05-10 12:36:28, 851.05
2024-05-10 12:36:31, 866.90
2024-05-10 12:36:34, 852.40
2024-05-10 12:36:38, 844.26
2024-05-10 12:36:41, 849.70
2024-05-10 12:36:44, 853.81
2024-05-10 12:36:47, 878.01
2024-05-10 12:36:51, 867.21
2024-05-10 12:36:54, 873.94
2024-05-10 12:36:57, 866.24
2024-05-10 12:37:00, 876.73
2024-05-10 12:37:04, 860.82
2024-05-10 12:37:07, 869.19
2024-05-10 12:37:10, 884.79
2024-05-10 12:37:13, 866.49
2024-05-10 12:37:16, 855.82
2024-05-10 12:37:20, 869.83
2024-05-10 12:37:23, 875.01
2024-05-10 12:37:26, 895.14
2024-05-10 12:37:29, 882.80
2024-05-10 12:37:33, 888.81
2024-05-10 12:37:36, 883.49
2024-05-10 12:37:39, 889.74
2024-05-10 12:37:42, 882.03
2024-05-10 12:37:46, 884.77
2024-05-10 12:37:49, 898.04
2024-05-10 12:37:52, 888.19
2024-05-10 12:37:55, 860.79
2024-05-10 12:37:59, 877.52
2024-05-10 12:38:02, 891.76
2024-05-10 12:38:05, 906.11
2024-05-10 12:38:08, 913.94
2024-05-10 12:38:11, 915.98
2024-05-10 12:38:15, 912.90
2024-05-10 12:38:18, 907.90
2024-05-10 12:38:21, 904.65
2024-05-10 12:38:24, 903.15
2024-05-10 12:38:28, 906.04
2024-05-10 12:38:31, 913.99
2024-05-10 12:38:34, 878.42
2024-05-10 12:38:37, 885.24
2024-05-10 12:38:41, 906.85
2024-05-10 12:38:44, 924.75
2024-05-10 12:38:47, 930.90
2024-05-10 12:38:50, 933.26
2024-05-10 12:38:54, 915.42
2024-05-10 12:38:57, 923.32
2024-05-10 12:39:00, 911.34
2024-05-10 12:39:03, 918.55
2024-05-10 12:39:06, 930.44
2024-05-10 12:39:10, 923.39
2024-05-10 12:39:13, 919.09
2024-05-10 12:39:16, 885.06
2024-05-10 12:39:19, 905.44
2024-05-10 12:39:23, 929.48
2024-05-10 12:39:26, 945.11
2024-05-10 12:39:29, 944.04
2024-05-10 12:39:32, 953.22
2024-05-10 12:39:36, 920.93
2024-05-10 12:39:39, 950.34
2024-05-10 12:39:42, 929.81
2024-05-10 12:39:45, 939.55
2024-05-10 12:39:48, 939.06
2024-05-10 12:39:52, 937.25
2024-05-10 12:39:55, 924.94
2024-05-10 12:39:58, 898.89
2024-05-10 12:40:01, 923.00
2024-05-10 12:40:05, 954.23
2024-05-10 12:40:08, 963.42
2024-05-10 12:40:11, 956.65
2024-05-10 12:40:14, 971.19
2024-05-10 12:40:18, 937.88
2024-05-10 12:40:21, 968.82
2024-05-10 12:40:24, 949.71
2024-05-10 12:40:27, 944.57
2024-05-10 12:40:31, 964.00
2024-05-10 12:40:34, 942.43
2024-05-10 12:40:37, 960.19
2024-05-10 12:40:40, 926.54
2024-05-10 12:40:43, 932.14
2024-05-10 12:40:47, 946.29
2024-05-10 12:40:50, 
2024-05-10 12:40:53, 
2024-05-10 12:40:56, 
2024-05-10 12:41:00, 
2024-05-10 12:41:04, 
2024-05-10 12:41:13, 
2024-05-10 12:41:16, 
2024-05-10 12:41:20, 
2024-05-10 12:41:23, 967.25
2024-05-10 12:41:26, 940.68
2024-05-10 12:41:29, 928.58
2024-05-10 12:41:33, 889.86
2024-05-10 12:41:36, 834.98
2024-05-10 12:41:39, 781.00
2024-05-10 12:41:42, 705.43
2024-05-10 12:41:46, 655.22
2024-05-10 12:41:49, 603.59
2024-05-10 12:41:52, 526.58
2024-05-10 12:41:55, 454.05
2024-05-10 12:41:59, 367.60
2024-05-10 12:42:02, 310.36
2024-05-10 12:42:05, 263.23
2024-05-10 12:42:08, 216.80
2024-05-10 12:42:12, 153.82
2024-05-10 12:42:15, 112.72
2024-05-10 12:42:18, 84.13
2024-05-10 12:42:21, 58.96
2024-05-10 12:42:24, 77.97
2024-05-10 12:42:28, 68.54
2024-05-10 12:42:31, 84.01
2024-05-10 12:42:34, 90.48
2024-05-10 12:42:37, 92.30
2024-05-10 12:42:41, 110.36
2024-05-10 12:42:44, 92.23
2024-05-10 12:42:47, 112.75
2024-05-10 12:42:50, 130.96
2024-05-10 12:42:54, 113.06
2024-05-10 12:42:57, 131.25
2024-05-10 12:43:00, 143.81
2024-05-10 12:43:03, 127.71
2024-05-10 12:43:06, 144.11
2024-05-10 12:43:10, 149.98
2024-05-10 12:43:13, 150.42
2024-05-10 12:43:16, 165.46
2024-05-10 12:43:19, 163.35
2024-05-10 12:43:23, 167.67
2024-05-10 12:43:26, 185.16
2024-05-10 12:43:29, 174.74
2024-05-10 12:43:32, 183.67
2024-05-10 12:43:36, 204.16
2024-05-10 12:43:39, 187.35
2024-05-10 12:43:42, 192.56
2024-05-10 12:43:45, 210.73
